dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,beneficiaryType,shareOfPop,link,infoText
Report to the Joint Congressional Oversight Committee,4/6/20,,3,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,,54874000,193298,,workers,informal workers,,,,,,,,,no of target workers was based on April 13 report,,46,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,54874000,0.0338,4/6/20,0,0,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/13/20,," 4,5 ",1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,TUPAD-Barangay Ko Project,wage subsidy,9-Apr-20,,206000000,235949,118086,workers,informal workers,,,,,,,,,adjusted number of targets,,47,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,,151126000,0.0931,4/13/20,0,118086,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/20/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,4/16/20,966500000,410700000,235949,178549,workers,informal workers,,,,,,,,,,,48,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,204700000,0.126,4/16/20,0,60463,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/27/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,4/23/20,966500000,575200000,235949,220320,workers,informal workers,,,,,,,,,,,49,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,164500000,0.1013,4/23/20,0,41771,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/4/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1460000000,993100000,279028,254071,workers,informal workers,,,,,,,,,adjusted number of targets,,50,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,417900000,0.2573,5/4/20,0,33751,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/11/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1460000000,1135000000,279028,299156,workers,informal workers,,,,,,,,,adjusted number of targets,,51,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,141900000,0.0874,5/11/20,0,45085,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/18/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1264000000,1179000000,337198,309414,workers,informal workers,,,,,,,,,adjusted number of targets,,52,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,1264000000,44000000,0.0271,5/18/20,337198,10258,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/25/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DOLE,Department of Labor and Employment,Tulong Panghanapbuhay sa Ating Disadvantage/Displaced Workers,TUPAD,,wage subsidy,,1264000000,1213000000,337198,337198,workers,informal workers,,,,,,,,,,,53,DOLE,DOLE,labor,labor,wage subsidy,Tulong Panghanapbuhay sa Ating Displaced Workers,0,34000000,0.0209,5/25/20,0,27784,workers,informal workers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/13/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/8/20,,92475000,591246,18495,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,54,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,92475000,0.0569,4/8/20,591246,18495,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/20/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/14/20,3000000000,260215000,591246,52043,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,55,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,167740000,0.1033,4/14/20,0,33548,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/27/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/22/20,3000000000,269405000,591246,53881,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,56,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,9190000,0.0057,4/22/20,0,1838,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/4/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,4/28/20,3000000000,1331420000,591246,266284,workers,rice farmers,,,,,,,,,expended amount computed based on number of served beneficiaries,,57,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,1062015000,0.654,4/28/20,0,212403,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,6/8/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,6/1/20,3000000000,1734955000,591246,346991,workers,rice farmers,,,,,,,,,actual number of beneficiaries who received assistance based on note 11,,58,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,0,403535000,0.2485,6/1/20,0,80707,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,6/15/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Financial Subsidy for Rice Farmers,FSRF,,cash assistance,6/9/20,3000000000,2078690000,591246,415738,workers,rice farmers,,,,,,,,,actual number of beneficiaries who received assistance based on note 10,,59,DA,DA,agriculture,agriculture,cash,Financial Subsidy for Rice Farmers,3000000000,343735000,0.2117,6/9/20,0,68747,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/13/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DA,Department of Agriculture,Rice Farmers Financial Assistance Program,RFFA,,cash assistance,4/8/20,3000000000,1504970000,597404,300994,workers,rice farmers,,,,,,,,,,,60,DA,DA,agriculture,agriculture,cash,Rice Farmers Financial Assistance Program,3000000000,1504970000,0.9267,4/13/20,597404,300994,workers,rice farmers,no data,people-carry,
Report to the Joint Congressional Oversight Committee,4/20/20,,6,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,,2950000000,62500000,259,9,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,61,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,62500000,0.0385,4/20/20,0,9,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,4/27/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/22/20,1500000000,114500000,150,15,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,62,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,1500000000,52000000,0.032,4/22/20,150,15,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,5/4/20,,6,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/28/20,1500000000,160500000,150,21,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,63,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,46000000,0.0283,4/28/20,0,6,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,5/18/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/12/20,1500000000,193500000,150,26,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,64,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,33000000,0.0203,5/12/20,0,5,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,5/25/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/19/20,1500000000,300000000,150,44,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,65,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,106500000,0.0656,5/19/20,0,18,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,6/8/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/2/20,1500000000,467350000,150,64,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,66,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,167350000,0.103,6/2/20,0,20,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,6/15/20,,4,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/9/20,1500000000,501350000,150,70,businesses,micro and small entrepreneurs in agri and fishery sectors,,,,,,,,,,,67,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,34000000,0.0209,6/9/20,0,6,businesses,micro and small entrepreneurs in agri and fishery sectors,no data,business-time,The program provides zero-interest loans to agri-based micro and small enterprises.
Report to the Joint Congressional Oversight Committee,4/20/20,,6,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/15/20,1000000000,154515000,40000,135,workers,small farmers and fisherfolks,,,,,,,,,,,68,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,1000000000,154515000,0.0951,4/15/20,0,135,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,4/27/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/22/20,1000000000,242645000,40000,777,workers,small farmers and fisherfolks,,,,,,,,,,,69,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,88130000,0.0543,4/22/20,0,642,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,5/4/20,,6,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,4/28/20,1000000000,244620000,40000,1376,workers,small farmers and fisherfolks,,,,,,,,,,,70,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,1975000,0.0012,4/28/20,0,599,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,5/18/20,,5,1,Providing emergency assistance to all affected sectors,Other Assistance to MSMEs and Productive Sectors,DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/12/20,1000000000,432792000,40000,4751,workers,small farmers and fisherfolks,,,,,,,,,,,71,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,188172000,0.1159,5/12/20,0,3375,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,5/25/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,5/19/20,1000000000,517488000,40000,7496,workers,small farmers and fisherfolks,,,,,,,,,,,72,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,84696000,0.0522,5/19/20,0,2745,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,6/8/20,,5,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/5/20,1000000000,863093000,40000,15374,workers,small farmers and fisherfolks,,,,,,,,,,,73,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,345605000,0.2128,6/5/20,0,7878,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,6/15/20,,4,1,Providing emergency assistance to all affected sectors,"Assistance to Micro, Small and Medium Enterprises (MSMEs) and Productive Sectors",DA,Department of Agriculture,Expanded SURE Aid and Recovery Project,,,credit,6/9/20,1000000000,952818000,40000,17682,workers,small farmers and fisherfolks,,,,,,,,,amount transferred to partner lending conduits,,74,DA,DA,agriculture,agriculture,credit,Expanded SURE Aid and Recovery Project,0,89725000,0.0553,6/9/20,0,2308,workers,small farmers and fisherfolks,no data,people-carry,The program provides zero-interest loans to marginalized and small farmers and fisherfolks.
Report to the Joint Congressional Oversight Committee,5/11/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,5/6/20,,10100000000,,1261044,workers,employees of small businesses,,,,,,,,,"6,403 employers completed application",,75,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,51000000000,10100000000,6.2193,5/6/20,0,1115044,workers,employees of small businesses,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/18/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,5/14/20,,20400000000,,2654155,workers,employees of small businesses,,,,,,,,,,,76,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,0,10300000000,6.3425,5/14/20,0,1393111,workers,employees of small businesses,no data,people-carry,
Report to the Joint Congressional Oversight Committee,5/25/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,5/20/20,,21700000000,3400000,2816682,workers,employees of small businesses,,,,,,,,,"from 167,389 employer applications",,77,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,0,1300000000,0.8005,5/20/20,0,162527,workers,employees of small businesses,no data,people-carry,
Report to the Joint Congressional Oversight Committee,6/1/20,,4,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,5/27/20,51000000000,24334300000,,2870000,workers,employees of small businesses,,,,,,,,,,,78,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,0,2634300000,1.6221,5/27/20,0,53318,workers,employees of small businesses,no data,people-carry,
Report to the Joint Congressional Oversight Committee,6/8/20,,3,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,6/4/20,51000000000,29150000000,3400000,2990000,workers,employees of small businesses,,,,,,,,,,,79,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,0,4815700000,2.9654,6/4/20,0,120000,workers,employees of small businesses,no data,people-carry,
Report to the Joint Congressional Oversight Committee,6/15/20,,2,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,SSS,Social Security System,Small Business Wage Subsidy,SBWS,,wage subsidy,6/11/20,51000000000,44020000000,3400000,3050000,workers,employees of small businesses,,,,,,,,,,,80,SSS,SSS,business,business,wage subsidy,Small Business Wage Subsidy,0,14870000000,9.1565,6/11/20,0,60000,workers,employees of small businesses,no data,people-carry,
DSWD Dromic Reports,3/26/20,13,,1,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,16682000,0,0,0,16682000,,,81,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,0,16682000,,3/26/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
